id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,media_type
291805,Now You See Me 2,6.83,10172,Released,2016-06-02,334901337,129,False,/qWE206uqSbEXLVATvbB6fUIX8WE.jpg,90000000,http://nowyouseeme.movie,tt3110958,en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",33.753,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,You haven't seen anything yet.,"Crime, Thriller, Action, Mystery","Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Hong Kong, United States of America","Cantonese, Mandarin, English","prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent, twists, magic shop, magicians, in hiding, macau, china, exposed, best of the best",movie
81,Nausicaä of the Valley of the Wind,7.928,3174,Released,1984-03-11,3301446,117,False,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,1000000,https://movies.disney.com/nausicaa-of-the-valley-of-the-wind,tt0087544,ja,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",37.272,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,A young girl's love called forth miracles…,"Adventure, Animation, Fantasy",Topcraft,Japan,Japanese,"future, airplane, saving the world, human vs nature, fungus spores   , post-apocalyptic future, giant insect, toxic, based on manga, ecology, anime",movie
9023,Spirit: Stallion of the Cimarron,7.698,4239,Released,2002-05-24,122563539,83,False,/b8hPBW0NJmiIVzvQjT3CwIpAdzl.jpg,80000000,,tt0166813,en,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",59.149,/cUgYrz4twiJ3QgVGpRfey984NIB.jpg,Leader. Hero. Legend.,"Animation, Adventure, Comedy, Family, Drama","DreamWorks Animation, DreamWorks Pictures",United States of America,English,"freedom, mustang, rivalry, wildlife, animal, cavalry, indian war, eyebrow, wild horse, pets",movie
11673,Cyrano de Bergerac,7.348,690,Released,1990-03-28,5822041,137,False,/2FLIYz6DJPltdGgU888WjbXq8xY.jpg,0,,tt0099334,fr,Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",11.749,/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg,,"Drama, Comedy, History, Romance","Hachette Première, Films A2, DD Productions, Caméra One, CNC, Investors Club, Sofinergie 1, Union Générale Cinématographique (UGC)",France,French,"new love, paris, france, fencing, love letter, poet, nose, inferiority complex, based on play or musical, unrequited love, long nose, 17th century",movie
399360,Alpha,6.491,2395,Released,2018-08-17,35808437,97,False,/nKMeTdm72LQ756Eq20uTjF1zDXu.jpg,51000000,http://www.alpha-themovie.com,tt4244998,en,Alpha,"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",22.163,/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,Leaders are born from survival,"Adventure, Drama","Studio 8, Columbia Pictures, The Picture Company","Canada, United States of America",English,"wolf, ice age, human animal relationship, wilderness, survival, prehistory, snow, saber-toothed tiger, boy and dog, injury, pets, bison, upper palaeolithic, boar",movie
829,Chinatown,7.917,3436,Released,1974-06-20,30000000,130,False,/bsoAg22remHKL5O0xJH0m9DX6Pu.jpg,6000000,,tt0071315,en,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",34.601,/mQJz8J4naOA7RmCtypTPjgXZIMY.jpg,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,"Crime, Drama, Mystery, Thriller","Paramount, Long Road Productions, Penthouse, Robert Evans Company",United States of America,"Spanish, Cantonese, English","dying and death, sea, pedophilia, rape, mistake in person, river, chinatown, barrage, conspiracy, whodunit, los angeles, california, private detective, neo-noir",movie
115,The Big Lebowski,7.842,10390,Released,1998-03-06,47010480,117,False,/nevS6wjzCxZESvmjJZqdyZ3RNQ6.jpg,15000000,,tt0118715,en,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",30.996,/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,Times like these call for a Big Lebowski.,"Comedy, Crime","Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films","United Kingdom, United States of America","English, Hebrew, Spanish, German","vietnam veteran, white russian, bowling, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, los angeles, california, millionaire, cowboy, ashes, impregnation, bowling team, unemployed, bowling ball, neo-noir, weeds",movie
14161,2012,5.819,11300,Released,2009-10-10,791217826,158,False,/pvxmYJcgrLiYC6G2IQTn1PPNems.jpg,200000000,http://www.sonypictures.com/movies/2012,tt1190080,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",51.914,/zaqam2RNscH5ooYFWInV6hjx6y5.jpg,We Were Warned.,"Action, Adventure, Science Fiction","Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",United States of America,"Tibetan, German, Russian, French, Mandarin, Latin, Portuguese, Spanish, Italian, Hindi, English","race against time, maya civilization, civilization, natural disaster, earthquake, end of the world, disaster, apocalypse, destruction, volcanic eruption, flood, disaster movie, ark, solar, anxious, 2010s, cautionary, dramatic",movie
493922,Hereditary,7.274,6880,Released,2018-06-07,82530552,128,False,/4DUoPZOHdPuROP4nyEIsPaMIiQl.jpg,10000000,https://a24films.com/films/hereditary,tt7784604,en,Hereditary,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",38.531,/p9fmuz2Oj3HtEJEqbIwkFGUhVXD.jpg,Every family tree hides a secret.,"Horror, Mystery, Thriller",PalmStar Media,United States of America,English,"daughter, funeral, loss of loved one, ritual, supernatural, possession, cult, dysfunctional family, murder, family drama, fear, demon, attic, evil, ritual murder, satanic ritual, dollhouse, macabre, satanic cult, séance, shocking, matriarch, miniatures, horrified, ominous, tragic",movie
11287,A League of Their Own,7.166,1260,Released,1992-07-01,132440069,128,False,/kb2FuXGruaPA6ErjOpcifpCyPyY.jpg,40000000,,tt0104694,en,A League of Their Own,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame.",21.702,/7xpFXAOjgzFPE3vyVerFGfrXhFK.jpg,"To achieve the incredible, you have to attempt the impossible.","Comedy, Drama","Columbia Pictures, Parkway Productions",United States of America,English,"sports, baseball, world war ii, baseball player, female athlete, home front, woman director, 1940s",movie
8645,The Happening,5.379,3252,Released,2008-06-11,163403799,91,False,/6moXpp6y1EZ6pfnSxnKFMrbFnWv.jpg,60000000,http://www.thehappeningmovie.com,tt0949731,en,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",35.103,/v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,We've Sensed It. We've Seen The Signs. Now... It's Happening.,"Thriller, Science Fiction","Dune Entertainment, Spyglass Entertainment, Blinding Edge Pictures, UTV Motion Pictures, 20th Century Fox","United States of America, India, France","English, French","suicide, husband wife relationship, tree, natural disaster, crisis, park, nature, strange behavior, virus, unexplained, toxin, unprecedented",movie
324670,Spectral,6.421,1549,Released,2016-12-09,0,109,False,/cBrzOqgAJv1YG4Jww9dt1B54Sv8.jpg,70000000,https://www.netflix.com/title/80098200,tt2106651,en,Spectral,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,24.743,/fYtIWhTDgPTcutD24f53Dcc7BAE.jpg,,"Science Fiction, Thriller, Action","Mid Atlantic Films, Legendary Pictures",United States of America,English,"supernatural, military",movie
603,The Matrix,8.206,23815,Released,1999-03-30,463517383,136,False,/oMsxZEvz9a708d49b6UdZK1KAo5.jpg,63000000,http://www.warnerbros.com/matrix,tt0133093,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",78.564,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,Welcome to the Real World.,"Action, Science Fiction","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",United States of America,English,"man vs machine, martial arts, dream, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, simulated reality , cyberpunk, dream world, woman director, messiah, action hero, gnosticism, complex",movie
11224,Cinderella,7.037,6239,Released,1950-02-22,263591415,74,False,/puJKgNcWaGgMk5VHanSSomUTpmw.jpg,2900000,http://movies.disney.com/cinderella-1950,tt0042332,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",85.42,/avz6S9HYWs4O8Oe4PenBFNX4uDi.jpg,The greatest love story ever told.,"Family, Fantasy, Animation, Romance",Walt Disney Productions,United States of America,English,"princess, based on novel or book, loss of loved one, mouse, ball, fairy, prince, musical, midnight, love, orphan, family, evil stepmother, stepsister, fairy godmother, cendrillon",movie
11104,Chungking Express,7.998,1524,Released,1994-07-14,0,103,False,/i4m14DMv0JG4AOH6sP7Pes87A9x.jpg,160000,,tt0109424,cn,重慶森林,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",27.933,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,What a difference a day makes.,"Drama, Comedy, Romance",Jet Tone Production,Hong Kong,"Cantonese, Mandarin, Hindi, English, Japanese, Punjabi, Urdu","drug smuggling, police, ex-girlfriend, girlfriend, snack bar, romance, hong kong, expiration date, flight attendant, cleaning",movie
379,Miller's Crossing,7.452,1484,Released,1990-09-21,5080409,115,False,/xeLOCSy9YIpGFYjcHiDTQ7ac65t.jpg,14000000,,tt0100150,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",17.717,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,"Up is down, black is white, and nothing is what it seems.","Drama, Thriller, Crime","Circle Films, 20th Century Fox",United States of America,"English, Irish, Italian, Yiddish","street gang, corruption, prohibition era, gun, gambling debt, gangster, loyalty, irish-american, irish mob, betrayal, organized crime, shootout, drunkenness, neo-noir, 1920s, violence",movie
433808,The Ritual,6.227,2685,Released,2017-10-11,1786396,94,False,/vaArQHq1lHFNppoJlMlv30Gs2fQ.jpg,1000000,,tt5638642,en,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",23.866,/hHuJqzby593lmYmw1SzT0XYy99t.jpg,Your darkest dream awaits you.,"Horror, Thriller, Mystery","Entertainment One, The Imaginarium, Sierra/Affinity","Canada, United Kingdom, United States of America","English, Swedish","robbery, monster, based on novel or book, nightmare, sweden, hiking, scandinavia, forest, friends, grief, murder, cabin, guilt, survival horror, pagan, norse mythology, guilty conscience, folk horror, lost in the woods",movie
117263,Olympus Has Fallen,6.394,6218,Released,2013-03-20,170270201,120,False,/6u5WHyEzphjs8wAT3JGw9Dhv180.jpg,70000000,,tt2302755,en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",41.289,/ei2qjTiDpgKGuoSEntPCSAIhuvQ.jpg,When our flag falls our nation will rise.,"Action, Thriller","Millennium Media, G-BASE, Nu Image",United States of America,"English, Korean","usa president, washington dc, usa, the white house, secret service, terrorist attack, north korea",movie
253412,Everest,6.81,4567,Released,2015-09-10,203427584,121,False,/m4JzTSFDqWnvLkjTKIm4kyDXbTO.jpg,55000000,http://www.everestmovie.com/,tt2719848,en,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",28.694,/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg,The Storm Awaits.,"Adventure, Drama, History","Cross Creek Pictures, Working Title Films, Walden Media, RVK Studios, Universal Pictures, Free State Pictures","Iceland, United States of America, United Kingdom",English,"himalaya mountain range, mountain, hiking, snowstorm, based on true story, climbing, snow, death, blizzard, mountain climbing, mount everest",movie
158015,The Purge,6.25,7870,Released,2013-05-31,89328627,86,False,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,3000000,,tt2184339,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",33.071,/x6hwbnR2nGacSzljqYaXY25w1Me.jpg,"One night a year, all crime is legal.","Science Fiction, Horror, Thriller","Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions","France, United States of America",English,"california, dystopia, barricade, bloody fight, home invasion, blood lust, rich vs poor, constitutional convention, legalized murder, social allegory, bloody, bloody death, bloody deaths, family's house, ethan hawke",movie
437033,Toc Toc,7.09,1144,Released,2017-09-01,0,90,False,/oA4n3fCEW86QoLTDDlAfik9eOq9.jpg,0,,tt6060156,es,Toc Toc,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,22.549,/qKrYZOXuayCcqJri6vwfzA8kCxu.jpg,I have to see her. I have to see her. I have to see her. I have to see her.,Comedy,"Atresmedia, Lazonafilms",Spain,Spanish,obsessive compulsive disorder,movie
18240,The Proposal,7.13,6189,Released,2009-06-01,317375031,108,False,/ojgXOhVi9Yk8irDpRfDkIzdD1LK.jpg,40000000,,tt1041829,en,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",34.566,/aEqtJDj8MvSDQwzggvcOfFTZMw.jpg,Here comes the bribe...,"Comedy, Romance, Drama","Kurtzman/Orci, Touchstone Pictures, Mandeville Films",United States of America,English,"fictitious marriage, deportation, immigration law, romantic comedy, alaska, co-workers relationship, humiliation, book editor, fake boyfriend, valentine's day, duringcreditsstinger, woman director, pretend relationship",movie
13700,Home on the Range,6.026,1862,Released,2004-04-02,145358062,76,False,/rQKlcMY8i3elENXEHlkAbQr3xiG.jpg,110000000,http://movies.disney.com/home-on-the-range,tt0299172,en,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",27.878,/9xIIo4FMquy5SRqn8hppyr2QadR.jpg,Bust a Moo,"Animation, Family",Walt Disney Pictures,United States of America,"Mandarin, English","farm, animal, dairy cow",movie
4836,Layer Cake,6.926,1863,Released,2004-09-30,11850214,105,False,/a8230eNW59hSOkj5XrRpzMMh0WT.jpg,6500000,http://www.sonypictures.co.uk/homevideo/layercake/index.html,tt0375912,en,Layer Cake,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",24.943,/rDOxXteqxALBaSa3V3zTjGJuyWB.jpg,,"Drama, Thriller, Crime",Marv Films,United Kingdom,"English, Romanian","london, england, based on novel or book, drug smuggling, hitman, kidnapping, gangster, drug trafficking, ecstasy, cocaine, drug mule, mission of murder, murder, cafe, rooftop, neo-noir, crack head",movie
266396,The Gunman,5.729,875,Released,2015-02-16,13644292,115,False,/gzHwSVDecoeTCzJL4ypqEZljTku.jpg,40000000,,tt2515034,en,The Gunman,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",10.977,/lnUozDnDANTsDYEdsNsHC6b8IiS.jpg,Armed With the Truth.,"Action, Drama, Crime","StudioCanal, Silver Pictures, ICAA, Nostromo Pictures, Anton Capital Entertainment, ICEC, Prone Gunman, Prone Gunman A.I.E., Canal+, TF1 Films Production","France, Spain, United Kingdom, United States of America","Spanish, English","assassin, hitman, village, mercenary, interpol, revenge",movie
496450,"Miraculous: Ladybug & Cat Noir, The Movie",7.8,593,Released,2023-07-05,36010829,107,False,/iEFuHjqrE059SmflBva1JzDJutE.jpg,86000000,https://www.netflix.com/title/81383247,tt10364034,fr,Miraculous - le film,"A life of an ordinary Parisian teenager Marinette goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city.",212.626,/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg,The fate of the world is in their hands.,"Animation, Music, Family, Action, Romance, Fantasy, Comedy","ON Animation Studios, The Awakening Production, SND, Zagtoon, Method Animation, Fantawild, Mediawan","China, France",French,"paris, france, superhero, musical, interracial romance, teen superhero",movie
1701,Con Air,6.727,3763,Released,1997-06-05,224012234,116,False,/4iUuOIYBBy12N21AAcEbHr5LQJr.jpg,75000000,,tt0118880,en,Con Air,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",39.251,/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,They were deadly on the ground; Now they have wings.,"Action, Thriller, Crime","Touchstone Pictures, Jerry Bruckheimer Films",United States of America,English,"prison, helicopter, airplane, escape, undercover, ambush, war veteran, gas station, psychopath, bravery, mexican standoff, sandstorm, hijacking, us army, prison guard, u.s. marshal, serial killer, shootout, las vegas, explosion, brutality, convict, desert, war hero, diabetic, dea agent, hostile takeover, skyjacker, motorcycle chase, disguises, action hero, army veteran, prisoner transport, transport plane",movie
773,Little Miss Sunshine,7.677,6508,Released,2006-07-26,100523181,102,False,/4YzGG8IPduUQRVnQ0vN5laHA1rH.jpg,8000000,http://www.foxsearchlight.com/littlemisssunshine/,tt0449059,en,Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",16.375,/tFnTds88mCuLcLPBseK1kF2E3qv.jpg,A family on the verge of a breakdown,"Comedy, Drama","Fox Searchlight Pictures, Bona Fide Productions, Big Beach",United States of America,English,"california, husband wife relationship, sibling relationship, literature professor, family's daily life, highway, beauty contest, beauty queen contest, road trip, family relationships, family holiday, road movie, woman director, beauty pageant",movie
7512,Idiocracy,6.311,2563,Released,2006-09-01,495303,84,False,/9Z4msMhKvNp63sOB1ZvxPMPvqz3.jpg,30000000,,tt0387808,en,Idiocracy,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",28.959,/rKsiNxKjhWEwndOgWPs273oy9EZ.jpg,"In the future, intelligence is extinct.","Comedy, Science Fiction, Adventure","20th Century Fox, Ternion Pictures",United States of America,English,"future, army, prostitute, usa president, congress, experiment, arena, capitalism, dark comedy, hibernation, stupidity, junk food, social satire, brainwashing, surveillance, masturbation, u.s. congress, mass media, aftercreditsstinger, commercialism, anti-intellectualism",movie
13851,Batman: Gotham Knight,6.663,605,Released,2008-07-08,0,76,False,/niRgVCgvDVxD67u6gjKZnkBO1AD.jpg,3500000,https://www.warnerbros.com/movies/batman-gotham-knight,tt1117563,en,Batman: Gotham Knight,A chronicle of Bruce Wayne's establishment and progression into Gotham City’s legendary caped crusader through 6 standalone episodes.,29.809,/3i1o0sHBP0VUpuSVmkdCRKYoDBC.jpg,Get ready... to rage against evil.,"Science Fiction, Animation, Action, Crime, Thriller","DC Comics, BeeTrain, Warner Bros. Animation, Madhouse, Production I.G, STUDIO4℃","Japan, United States of America","English, Japanese","anthology, super power",movie
6038,Shanghai Knights,6.126,2074,Released,2003-02-06,88323487,115,False,/ctSHPoptLOGtg2tKgVWhz1eCNNi.jpg,50000000,,tt0300471,en,Shanghai Knights,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",17.475,/vVNQStMlZS9mn2AKBEpadRunHgt.jpg,A Royal Kick In The Arse.,"Action, Adventure, Comedy, Western","All Knight Productions, Spyglass Entertainment, Touchstone Pictures, Birnbaum / Barber Productions, JCE Movies","Hong Kong, United States of America","English, Mandarin","martial arts, london, england, indian territory, emperor, revenge, murder, arrow, duringcreditsstinger, action hero, imperial seal, good versus evil",movie
9659,Mad Max,6.685,3903,Released,1979-04-12,100000000,91,False,/pcSaAUI0H2iMzHoT2jH71Zp71qV.jpg,350000,,tt0079501,en,Mad Max,"In the ravaged near future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them. But they underestimate one officer: Max Rockatansky. And when the bikers brutalize Max's best friend and family, they send him into a mad frenzy that leaves him with only one thing left in the world to live for – revenge!",30.001,/5LrI4GiCSrChgkdskVZiwv643Kg.jpg,The Maximum Force Of The Future.,"Adventure, Action, Thriller, Science Fiction","Kennedy Miller Productions, Crossroads, Mad Max Films, American International Pictures",Australia,English,"australia, baby, chain, dystopia, post-apocalyptic future, exploitation, villain, bridge, matter of life and death, benzine, biker, cop, partner, truck, vigilante, motorcycle, motorcycle gang, exploding car, adventurer, action hero, good versus evil",movie
277216,Straight Outta Compton,7.785,3600,Released,2015-08-11,201634991,147,False,/pvGuQ5wmkENGEvnKQRYv0eS8sOx.jpg,28000000,http://www.straightouttacompton.com/,tt1398426,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",23.209,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,The Story of N.W.A.,"Drama, Music, History","Broken Chair Flickz, Universal Pictures, Legendary Pictures, New Line Cinema, Cube Vision, Crucial Films, Circle of Confusion, Will Packer Productions, Xenon Pictures",United States of America,English,"drug dealer, police brutality, husband wife relationship, rap music, hip-hop, sibling relationship, aids, parent child relationship, gangster, rapper, ghetto, nightclub, assault, freedom of speech, protest, vandalism, recording contract, rags to riches, based on true story, terminal illness, road trip, feud, marijuana, gang, police chase, hospital, racism, los angeles, california, detroit, michigan, racial slur, wrongful arrest, death of brother, milwaukee wisconsin, police raid, police harassment, duringcreditsstinger, record company, music tour, 1980s, intimidation by police, los angeles riots, compton, california",movie
565310,The Farewell,7.436,1275,Released,2019-07-12,23076657,100,False,/5INPBiKVRsyp9kgHfsC0cTfvKFH.jpg,250300,https://a24films.com/films/the-farewell,tt8637428,en,The Farewell,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,11.136,/7UrIarxfjxZC9YGj8H1ATKZMXVy.jpg,Based on an actual lie.,"Comedy, Drama","Big Beach, Depth of Field, Kindred Spirit, Seesaw Productions","China, United States of America","English, Japanese, Mandarin","grandparent grandchild relationship, family relationships, wedding, east asian lead, family reunion, grandmother, chinese american, family gathering, ethical dilemma, woman director, lung cancer, deadly disease, relationships, personal relationships, grandmother granddaughter relationship, asian american",movie
2899,Asterix & Obelix: Mission Cleopatra,7.377,3184,Released,2002-01-30,128027976,108,False,/miavmZ9UTTCRSTDklhNKheZqvWg.jpg,58500000,,tt0250223,fr,Astérix & Obélix Mission Cléopâtre,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix.",24.369,/fKIhO8pL7pVcIGkjP1cSDV9FOxu.jpg,The funniest film in ancient history!,"Family, Fantasy, Comedy, Adventure","Canal+, KC Medien, Katharina, La Petite Reine, Renn Productions, CNC, TF1 Films Production, Chez Wam","France, Germany","German, French, Arabic, Cantonese, Latin","egypt, magic, palace, civil engineer, cleopatra, ancient rome, ancient world, based on children's book, ancient egypt",movie
